ts,ms_played,track,artist,album,uri,UniqueID,track_uri
2015-06-03T00:31:42Z,219493,Shanghai,Nicki Minaj,The Pinkprint,spotify:track:1cXeMu9DUAaa6xjkp39hJJ,Nicki Minaj:Shanghai,1cXeMu9DUAaa6xjkp39hJJ
2015-06-03T00:34:57Z,194733,Trini Dem Girls,Nicki Minaj,The Pinkprint,spotify:track:2kSzO9N1NoDFGAlMgvQM6B,Nicki Minaj:Trini Dem Girls,2kSzO9N1NoDFGAlMgvQM6B
2015-06-03T00:38:51Z,233719,You Don't Know Me,Ariana Grande,My Everything,spotify:track:3hgl7EQwTutSm6PESsB7gZ,Ariana Grande:You Don't Know Me,3hgl7EQwTutSm6PESsB7gZ
2015-06-03T00:42:04Z,192560,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Listen,spotify:track:5b2bu6yyATC1zMXDGScJ2d,"David Guetta:Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",5b2bu6yyATC1zMXDGScJ2d
2015-06-03T00:45:53Z,227559,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-03T00:47:02Z,9984,Know Yourself,Drake,If You're Reading This It's Too Late,spotify:track:5InOp6q2vvx0fShv3bzFLZ,Drake:Know Yourself,5InOp6q2vvx0fShv3bzFLZ
2015-06-03T00:47:05Z,4690,10 Bands,Drake,If You're Reading This It's Too Late,spotify:track:12d5QFwzh60IIHlsSnAvps,Drake:10 Bands,12d5QFwzh60IIHlsSnAvps
2015-06-03T00:51:31Z,265226,The Crying Game,Nicki Minaj,The Pinkprint,spotify:track:6aphz6iYE6b4gJ4vsbPJVm,Nicki Minaj:The Crying Game,6aphz6iYE6b4gJ4vsbPJVm
2015-06-03T00:55:21Z,229626,Want Some More,Nicki Minaj,The Pinkprint,spotify:track:6cJ7CoT1gJ89Xy7NJXIInt,Nicki Minaj:Want Some More,6cJ7CoT1gJ89Xy7NJXIInt
2015-06-03T00:57:19Z,118561,Pretty Hurts,Beyoncé,BEYONCÉ [Platinum Edition],spotify:track:7lUA4P03AhwAw40JHkdyGr,Beyoncé:Pretty Hurts,7lUA4P03AhwAw40JHkdyGr
2015-06-03T01:00:24Z,185434,Blow,Beyoncé,BEYONCÉ [Platinum Edition],spotify:track:6wwrYruEgWlowPDZMq5116,Beyoncé:Blow,6wwrYruEgWlowPDZMq5116
2015-06-03T01:00:25Z,2507,Flawless Remix (feat. Nicki Minaj),Beyoncé,BEYONCÉ [Platinum Edition],spotify:track:0zVMzJ37VQNFUNvdxxat2E,Beyoncé:Flawless Remix (feat. Nicki Minaj),0zVMzJ37VQNFUNvdxxat2E
2015-06-03T01:00:29Z,4133,Win Again,Nicki Minaj,The Pinkprint,spotify:track:1o6M2GxY3ITaFzOD3XEaFB,Nicki Minaj:Win Again,1o6M2GxY3ITaFzOD3XEaFB
2015-06-03T01:04:05Z,216493,Get On Your Knees,Nicki Minaj,The Pinkprint,spotify:track:049V1aSofNvW906vGZgFsD,Nicki Minaj:Get On Your Knees,049V1aSofNvW906vGZgFsD
2015-06-03T01:09:03Z,281320,Now & Forever,Drake,If You're Reading This It's Too Late,spotify:track:4zLOwx1yRJXWkHKt1XzF1p,Drake:Now & Forever,4zLOwx1yRJXWkHKt1XzF1p
2015-06-03T01:14:37Z,333783,Lean On,Major Lazer,Lean On,spotify:track:4KcVVhAaHxqtX2ANt4b3tc,Major Lazer:Lean On,4KcVVhAaHxqtX2ANt4b3tc
2015-06-03T01:18:11Z,213506,7/11,Beyoncé,BEYONCÉ [Platinum Edition],spotify:track:02M6vucOvmRfMxTXDUwRXu,Beyoncé:7/11,02M6vucOvmRfMxTXDUwRXu
2015-06-03T01:22:11Z,237840,Feeling Myself,Nicki Minaj,The Pinkprint,spotify:track:6ORDoQ6jxdfqNyqvUKDHF0,Nicki Minaj:Feeling Myself,6ORDoQ6jxdfqNyqvUKDHF0
2015-06-03T01:28:20Z,319466,Partition,Beyoncé,BEYONCÉ [Platinum Edition],spotify:track:5hgnY0mVcVetszbb85qeDg,Beyoncé:Partition,5hgnY0mVcVetszbb85qeDg
2015-06-03T01:31:24Z,182666,Four Door Aventador,Nicki Minaj,The Pinkprint,spotify:track:5vgwIOv7Rh0clPmOeKXkmS,Nicki Minaj:Four Door Aventador,5vgwIOv7Rh0clPmOeKXkmS
2015-06-03T01:35:36Z,252226,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,Earned It (Fifty Shades Of Grey),spotify:track:2PIvq1pGrUjY007X5y1UpM,"The Weeknd:Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2PIvq1pGrUjY007X5y1UpM
2015-06-03T01:39:16Z,219493,Shanghai,Nicki Minaj,The Pinkprint,spotify:track:1cXeMu9DUAaa6xjkp39hJJ,Nicki Minaj:Shanghai,1cXeMu9DUAaa6xjkp39hJJ
2015-06-03T01:43:21Z,194733,Trini Dem Girls,Nicki Minaj,The Pinkprint,spotify:track:2kSzO9N1NoDFGAlMgvQM6B,Nicki Minaj:Trini Dem Girls,2kSzO9N1NoDFGAlMgvQM6B
2015-06-03T01:48:10Z,233719,You Don't Know Me,Ariana Grande,My Everything,spotify:track:3hgl7EQwTutSm6PESsB7gZ,Ariana Grande:You Don't Know Me,3hgl7EQwTutSm6PESsB7gZ
2015-06-03T02:55:52Z,1624,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Listen,spotify:track:5b2bu6yyATC1zMXDGScJ2d,"David Guetta:Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",5b2bu6yyATC1zMXDGScJ2d
2015-06-03T03:02:59Z,425760,Get On Your Knees,Nicki Minaj,The Pinkprint,spotify:track:049V1aSofNvW906vGZgFsD,Nicki Minaj:Get On Your Knees,049V1aSofNvW906vGZgFsD
2015-06-03T03:54:38Z,1020,Trini Dem Girls,Nicki Minaj,The Pinkprint,spotify:track:2kSzO9N1NoDFGAlMgvQM6B,Nicki Minaj:Trini Dem Girls,2kSzO9N1NoDFGAlMgvQM6B
2015-06-03T03:56:02Z,33650,The Zone,The Weeknd,Trilogy,spotify:track:46X8c9qJzpBLYcos3OX0CE,The Weeknd:The Zone,46X8c9qJzpBLYcos3OX0CE
2015-06-03T03:58:03Z,61314,Break Free,Ariana Grande,My Everything,spotify:track:12KUFSHFgT0XCoiSlvdQi4,Ariana Grande:Break Free,12KUFSHFgT0XCoiSlvdQi4
2015-06-03T03:58:11Z,8729,The Zone,The Weeknd,Trilogy,spotify:track:46X8c9qJzpBLYcos3OX0CE,The Weeknd:The Zone,46X8c9qJzpBLYcos3OX0CE
2015-06-03T03:58:17Z,5557,Best Mistake,Ariana Grande,My Everything,spotify:track:70yhaHLp9STtzI2Kzba6Tr,Ariana Grande:Best Mistake,70yhaHLp9STtzI2Kzba6Tr
2015-06-03T03:58:25Z,8405,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T03:58:25Z,0,Black Skinhead,Kanye West,Yeezus,spotify:track:722tgOgdIbNe3BEyLnejw4,Kanye West:Black Skinhead,722tgOgdIbNe3BEyLnejw4
2015-06-03T03:58:34Z,9379,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T03:58:36Z,2043,Black Skinhead,Kanye West,Yeezus,spotify:track:722tgOgdIbNe3BEyLnejw4,Kanye West:Black Skinhead,722tgOgdIbNe3BEyLnejw4
2015-06-03T03:58:37Z,1392,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T03:58:38Z,1392,Black Skinhead,Kanye West,Yeezus,spotify:track:722tgOgdIbNe3BEyLnejw4,Kanye West:Black Skinhead,722tgOgdIbNe3BEyLnejw4
2015-06-03T03:58:43Z,4085,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T03:58:45Z,1810,Black Skinhead,Kanye West,Yeezus,spotify:track:722tgOgdIbNe3BEyLnejw4,Kanye West:Black Skinhead,722tgOgdIbNe3BEyLnejw4
2015-06-03T03:59:32Z,47135,The Zone,The Weeknd,Trilogy,spotify:track:46X8c9qJzpBLYcos3OX0CE,The Weeknd:The Zone,46X8c9qJzpBLYcos3OX0CE
2015-06-03T04:00:18Z,46969,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T04:00:38Z,20153,Black Skinhead,Kanye West,Yeezus,spotify:track:722tgOgdIbNe3BEyLnejw4,Kanye West:Black Skinhead,722tgOgdIbNe3BEyLnejw4
2015-06-03T04:00:52Z,11887,The Zone,The Weeknd,Trilogy,spotify:track:46X8c9qJzpBLYcos3OX0CE,The Weeknd:The Zone,46X8c9qJzpBLYcos3OX0CE
2015-06-03T04:00:53Z,231,Black Skinhead,Kanye West,Yeezus,spotify:track:722tgOgdIbNe3BEyLnejw4,Kanye West:Black Skinhead,722tgOgdIbNe3BEyLnejw4
2015-06-03T04:01:46Z,51593,Black Skinhead,Kanye West,Yeezus,spotify:track:722tgOgdIbNe3BEyLnejw4,Kanye West:Black Skinhead,722tgOgdIbNe3BEyLnejw4
2015-06-03T04:01:52Z,6454,The Zone,The Weeknd,Trilogy,spotify:track:46X8c9qJzpBLYcos3OX0CE,The Weeknd:The Zone,46X8c9qJzpBLYcos3OX0CE
2015-06-03T04:02:17Z,25355,Black Skinhead,Kanye West,Yeezus,spotify:track:722tgOgdIbNe3BEyLnejw4,Kanye West:Black Skinhead,722tgOgdIbNe3BEyLnejw4
2015-06-03T04:02:26Z,9844,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T04:02:46Z,20247,The Zone,The Weeknd,Trilogy,spotify:track:46X8c9qJzpBLYcos3OX0CE,The Weeknd:The Zone,46X8c9qJzpBLYcos3OX0CE
2015-06-03T04:02:59Z,12584,Black Skinhead,Kanye West,Yeezus,spotify:track:722tgOgdIbNe3BEyLnejw4,Kanye West:Black Skinhead,722tgOgdIbNe3BEyLnejw4
2015-06-03T04:03:01Z,3017,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T04:03:03Z,2089,The Zone,The Weeknd,Trilogy,spotify:track:46X8c9qJzpBLYcos3OX0CE,The Weeknd:The Zone,46X8c9qJzpBLYcos3OX0CE
2015-06-03T04:03:07Z,4365,Black Skinhead,Kanye West,Yeezus,spotify:track:722tgOgdIbNe3BEyLnejw4,Kanye West:Black Skinhead,722tgOgdIbNe3BEyLnejw4
2015-06-03T04:03:08Z,1577,The Zone,The Weeknd,Trilogy,spotify:track:46X8c9qJzpBLYcos3OX0CE,The Weeknd:The Zone,46X8c9qJzpBLYcos3OX0CE
2015-06-03T04:03:11Z,3064,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T04:03:12Z,1345,The Zone,The Weeknd,Trilogy,spotify:track:46X8c9qJzpBLYcos3OX0CE,The Weeknd:The Zone,46X8c9qJzpBLYcos3OX0CE
2015-06-03T04:03:14Z,1856,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T04:03:16Z,2506,Black Skinhead,Kanye West,Yeezus,spotify:track:722tgOgdIbNe3BEyLnejw4,Kanye West:Black Skinhead,722tgOgdIbNe3BEyLnejw4
2015-06-03T04:03:18Z,45,The Zone,The Weeknd,Trilogy,spotify:track:46X8c9qJzpBLYcos3OX0CE,The Weeknd:The Zone,46X8c9qJzpBLYcos3OX0CE
2015-06-03T04:03:25Z,6361,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T04:03:25Z,0,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T04:03:32Z,7057,Best Mistake,Ariana Grande,My Everything,spotify:track:70yhaHLp9STtzI2Kzba6Tr,Ariana Grande:Best Mistake,70yhaHLp9STtzI2Kzba6Tr
2015-06-03T04:03:34Z,2692,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T04:03:38Z,4689,Black Skinhead,Kanye West,Yeezus,spotify:track:722tgOgdIbNe3BEyLnejw4,Kanye West:Black Skinhead,722tgOgdIbNe3BEyLnejw4
2015-06-03T04:03:54Z,16438,Best Mistake,Ariana Grande,My Everything,spotify:track:70yhaHLp9STtzI2Kzba6Tr,Ariana Grande:Best Mistake,70yhaHLp9STtzI2Kzba6Tr
2015-06-03T04:03:57Z,2599,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T04:03:59Z,1763,Black Skinhead,Kanye West,Yeezus,spotify:track:722tgOgdIbNe3BEyLnejw4,Kanye West:Black Skinhead,722tgOgdIbNe3BEyLnejw4
2015-06-03T04:04:01Z,2647,Best Mistake,Ariana Grande,My Everything,spotify:track:70yhaHLp9STtzI2Kzba6Tr,Ariana Grande:Best Mistake,70yhaHLp9STtzI2Kzba6Tr
2015-06-03T04:04:07Z,6221,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T04:04:25Z,15417,Best Mistake,Ariana Grande,My Everything,spotify:track:70yhaHLp9STtzI2Kzba6Tr,Ariana Grande:Best Mistake,70yhaHLp9STtzI2Kzba6Tr
2015-06-03T04:04:53Z,28652,Black Skinhead,Kanye West,Yeezus,spotify:track:722tgOgdIbNe3BEyLnejw4,Kanye West:Black Skinhead,722tgOgdIbNe3BEyLnejw4
2015-06-03T04:05:05Z,12584,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T04:05:16Z,11237,Best Mistake,Ariana Grande,My Everything,spotify:track:70yhaHLp9STtzI2Kzba6Tr,Ariana Grande:Best Mistake,70yhaHLp9STtzI2Kzba6Tr
2015-06-03T04:05:17Z,1300,Black Skinhead,Kanye West,Yeezus,spotify:track:722tgOgdIbNe3BEyLnejw4,Kanye West:Black Skinhead,722tgOgdIbNe3BEyLnejw4
2015-06-03T04:05:25Z,8358,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T04:05:39Z,14209,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T04:05:45Z,6082,Black Skinhead,Kanye West,Yeezus,spotify:track:722tgOgdIbNe3BEyLnejw4,Kanye West:Black Skinhead,722tgOgdIbNe3BEyLnejw4
2015-06-03T04:06:08Z,22104,Best Mistake,Ariana Grande,My Everything,spotify:track:70yhaHLp9STtzI2Kzba6Tr,Ariana Grande:Best Mistake,70yhaHLp9STtzI2Kzba6Tr
2015-06-03T04:06:10Z,2228,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T04:06:10Z,695,Best Mistake,Ariana Grande,My Everything,spotify:track:70yhaHLp9STtzI2Kzba6Tr,Ariana Grande:Best Mistake,70yhaHLp9STtzI2Kzba6Tr
2015-06-03T04:06:11Z,0,American Oxygen,Rihanna,American Oxygen,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,Rihanna:American Oxygen,0bHA8LApeZHv7ZlhVUWg8X
2015-06-03T04:06:12Z,0,Best Mistake,Ariana Grande,My Everything,spotify:track:70yhaHLp9STtzI2Kzba6Tr,Ariana Grande:Best Mistake,70yhaHLp9STtzI2Kzba6Tr
2015-06-05T01:54:09Z,78390,You Know You Like It,DJ Snake,You Know You Like It,spotify:track:57kR5SniQIbsbVoIjjOUDa,DJ Snake:You Know You Like It,57kR5SniQIbsbVoIjjOUDa
2015-06-05T01:54:13Z,3993,Lean On,Major Lazer,Lean On,spotify:track:4KcVVhAaHxqtX2ANt4b3tc,Major Lazer:Lean On,4KcVVhAaHxqtX2ANt4b3tc
2015-06-05T01:54:58Z,2647,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:54:59Z,2182,Four Door Aventador,Nicki Minaj,The Pinkprint,spotify:track:5vgwIOv7Rh0clPmOeKXkmS,Nicki Minaj:Four Door Aventador,5vgwIOv7Rh0clPmOeKXkmS
2015-06-05T01:55:02Z,2879,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:03Z,1811,Know Yourself,Drake,If You're Reading This It's Too Late,spotify:track:5InOp6q2vvx0fShv3bzFLZ,Drake:Know Yourself,5InOp6q2vvx0fShv3bzFLZ
2015-06-05T01:55:04Z,2089,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:05Z,1904,Trini Dem Girls,Nicki Minaj,The Pinkprint,spotify:track:2kSzO9N1NoDFGAlMgvQM6B,Nicki Minaj:Trini Dem Girls,2kSzO9N1NoDFGAlMgvQM6B
2015-06-05T01:55:07Z,1904,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:08Z,1811,Feeling Myself,Nicki Minaj,The Pinkprint,spotify:track:6ORDoQ6jxdfqNyqvUKDHF0,Nicki Minaj:Feeling Myself,6ORDoQ6jxdfqNyqvUKDHF0
2015-06-05T01:55:10Z,1205,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:11Z,2043,Shanghai,Nicki Minaj,The Pinkprint,spotify:track:1cXeMu9DUAaa6xjkp39hJJ,Nicki Minaj:Shanghai,1cXeMu9DUAaa6xjkp39hJJ
2015-06-05T01:55:12Z,1114,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:13Z,1857,Feeling Myself,Nicki Minaj,The Pinkprint,spotify:track:6ORDoQ6jxdfqNyqvUKDHF0,Nicki Minaj:Feeling Myself,6ORDoQ6jxdfqNyqvUKDHF0
2015-06-05T01:55:14Z,1068,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:15Z,0,Partition,Beyoncé,BEYONCÉ [Platinum Edition],spotify:track:5hgnY0mVcVetszbb85qeDg,Beyoncé:Partition,5hgnY0mVcVetszbb85qeDg
2015-06-05T01:55:16Z,0,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:18Z,1114,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Listen,spotify:track:5b2bu6yyATC1zMXDGScJ2d,"David Guetta:Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",5b2bu6yyATC1zMXDGScJ2d
2015-06-05T01:55:19Z,1207,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:20Z,1904,7/11,Beyoncé,BEYONCÉ [Platinum Edition],spotify:track:02M6vucOvmRfMxTXDUwRXu,Beyoncé:7/11,02M6vucOvmRfMxTXDUwRXu
2015-06-05T01:55:21Z,0,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:22Z,0,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,Earned It (Fifty Shades Of Grey),spotify:track:2PIvq1pGrUjY007X5y1UpM,"The Weeknd:Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2PIvq1pGrUjY007X5y1UpM
2015-06-05T01:55:24Z,1114,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:25Z,2321,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,Earned It (Fifty Shades Of Grey),spotify:track:2PIvq1pGrUjY007X5y1UpM,"The Weeknd:Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2PIvq1pGrUjY007X5y1UpM
2015-06-05T01:55:27Z,1160,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:28Z,1300,Four Door Aventador,Nicki Minaj,The Pinkprint,spotify:track:5vgwIOv7Rh0clPmOeKXkmS,Nicki Minaj:Four Door Aventador,5vgwIOv7Rh0clPmOeKXkmS
2015-06-05T01:55:30Z,1300,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:31Z,0,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Listen,spotify:track:5b2bu6yyATC1zMXDGScJ2d,"David Guetta:Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",5b2bu6yyATC1zMXDGScJ2d
2015-06-05T01:55:33Z,1904,Flawless Remix (feat. Nicki Minaj),Beyoncé,BEYONCÉ [Platinum Edition],spotify:track:0zVMzJ37VQNFUNvdxxat2E,Beyoncé:Flawless Remix (feat. Nicki Minaj),0zVMzJ37VQNFUNvdxxat2E
2015-06-05T01:55:33Z,1300,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:35Z,1160,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:36Z,1811,Trini Dem Girls,Nicki Minaj,The Pinkprint,spotify:track:2kSzO9N1NoDFGAlMgvQM6B,Nicki Minaj:Trini Dem Girls,2kSzO9N1NoDFGAlMgvQM6B
2015-06-05T01:55:37Z,1021,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:38Z,0,Now & Forever,Drake,If You're Reading This It's Too Late,spotify:track:4zLOwx1yRJXWkHKt1XzF1p,Drake:Now & Forever,4zLOwx1yRJXWkHKt1XzF1p
2015-06-05T01:55:39Z,1207,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:40Z,1671,10 Bands,Drake,If You're Reading This It's Too Late,spotify:track:12d5QFwzh60IIHlsSnAvps,Drake:10 Bands,12d5QFwzh60IIHlsSnAvps
2015-06-05T01:55:41Z,0,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:42Z,0,The Crying Game,Nicki Minaj,The Pinkprint,spotify:track:6aphz6iYE6b4gJ4vsbPJVm,Nicki Minaj:The Crying Game,6aphz6iYE6b4gJ4vsbPJVm
2015-06-05T01:55:43Z,0,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:44Z,0,Now & Forever,Drake,If You're Reading This It's Too Late,spotify:track:4zLOwx1yRJXWkHKt1XzF1p,Drake:Now & Forever,4zLOwx1yRJXWkHKt1XzF1p
2015-06-05T01:55:45Z,0,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:47Z,0,You Don't Know Me,Ariana Grande,My Everything,spotify:track:3hgl7EQwTutSm6PESsB7gZ,Ariana Grande:You Don't Know Me,3hgl7EQwTutSm6PESsB7gZ
2015-06-05T01:55:48Z,0,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:49Z,0,Feeling Myself,Nicki Minaj,The Pinkprint,spotify:track:6ORDoQ6jxdfqNyqvUKDHF0,Nicki Minaj:Feeling Myself,6ORDoQ6jxdfqNyqvUKDHF0
2015-06-05T01:55:50Z,0,The Night Is Still Young,Nicki Minaj,The Pinkprint,spotify:track:3idU3rXoFCEFhAAbPGbwht,Nicki Minaj:The Night Is Still Young,3idU3rXoFCEFhAAbPGbwht
2015-06-05T01:55:51Z,1207,You Know You Like It,DJ Snake,You Know You Like It,spotify:track:57kR5SniQIbsbVoIjjOUDa,DJ Snake:You Know You Like It,57kR5SniQIbsbVoIjjOUDa
